
Packet Number, One-way delay(s), One-way delay(ns), Running Avg.(ns), Worst-case(ns)
62, 0, 845581, 1136577, 2191021
63, 0, 859015, 1132172, 2191021
64, 0, 878073, 1128202, 2191021
65, 0, 857550, 1124039, 2191021
66, 0, 845932, 1119826, 2191021
67, 0, 973687, 1117645, 2191021
68, 0, 986287, 1115714, 2191021
69, 0, 914723, 1112802, 2191021
70, 0, 918886, 1110032, 2191021
71, 0, 873675, 1106704, 2191021
72, 0, 872005, 1103445, 2191021
73, 0, 894085, 1100578, 2191021
74, 0, 879602, 1097592, 2191021
75, 0, 873558, 1094605, 2191021
76, 0, 872252, 1091680, 2191021
77, 0, 926623, 1089537, 2191021
78, 0, 868808, 1086708, 2191021
79, 0, 875523, 1084035, 2191021
80, 0, 922238, 1082013, 2191021
81, 0, 848277, 1079128, 2191021
82, 0, 844316, 1076265, 2191021
83, 0, 860250, 1073663, 2191021
84, 0, 851340, 1071017, 2191021
85, 0, 869722, 1068649, 2191021
86, 0, 851178, 1066121, 2191021
87, 0, 856695, 1063714, 2191021
88, 0, 855024, 1061343, 2191021
89, 0, 907572, 1059616, 2191021
90, 0, 851737, 1057307, 2191021
91, 0, 847098, 1054998, 2191021
92, 0, 848293, 1052752, 2191021
93, 0, 870529, 1050793, 2191021
94, 0, 855786, 1048719, 2191021
95, 0, 851355, 1046642, 2191021
96, 0, 865153, 1044752, 2191021
97, 0, 1023637, 1044535, 2191021
98, 0, 901709, 1043078, 2191021
99, 0, 894518, 1041578, 2191021
100, 0, 871807, 1039881, 2191021
100, 1, 1148356596, 1039881, 2191021
101, 0, 959298, 1039084, 2191021
102, 0, 896640, 1037688, 2191021
103, 0, 870595, 1036066, 2191021
104, 0, 1432351, 1039876, 2191021
105, 0, 1408494, 1043386, 2191021
106, 0, 1387814, 1046635, 2191021
107, 0, 834488, 1044653, 2191021
108, 0, 851203, 1042862, 2191021
109, 0, 836043, 1040965, 2191021
110, 0, 850780, 1039237, 2191021
111, 0, 873901, 1037748, 2191021
112, 0, 833065, 1035921, 2191021
113, 0, 834208, 1034136, 2191021
114, 0, 851235, 1032532, 2191021
115, 0, 833576, 1030802, 2191021
116, 0, 835031, 1029115, 2191021
117, 0, 950285, 1028442, 2191021
118, 0, 846586, 1026901, 2191021
119, 0, 834552, 1025285, 2191021
120, 0, 848507, 1023812, 2191021
121, 0, 831160, 1022220, 2191021
122, 0, 939123, 1021539, 2191021
123, 0, 849851, 1020144, 2191021
124, 0, 831463, 1018623, 2191021
125, 0, 839271, 1017189, 2191021
126, 0, 852236, 1015880, 2191021
127, 0, 871042, 1014740, 2191021
128, 0, 839641, 1013373, 2191021
129, 0, 879071, 1012332, 2191021
130, 0, 857566, 1011142, 2191021
131, 0, 837882, 1009820, 2191021
132, 0, 830334, 1008461, 2191021
133, 0, 824765, 1007080, 2191021
134, 0, 846696, 1005884, 2191021
135, 0, 822950, 1004529, 2191021
136, 0, 830870, 1003253, 2191021
137, 0, 829885, 1001988, 2191021
138, 0, 830045, 1000743, 2191021
139, 0, 819424, 999439, 2191021
140, 0, 838699, 998291, 2191021
141, 0, 823963, 997055, 2191021
142, 0, 832874, 995899, 2191021
143, 0, 821888, 994683, 2191021
144, 0, 824183, 993499, 2191021
145, 0, 2720247, 1005407, 2720247
146, 0, 954449, 1005058, 2720247
147, 0, 866850, 1004118, 2720247
148, 0, 1503093, 1007489, 2720247
149, 0, 1472786, 1010611, 2720247
150, 0, 1417633, 1013324, 2720247
151, 0, 1446440, 1016192, 2720247
152, 0, 873589, 1015254, 2720247
153, 0, 883645, 1014394, 2720247
154, 0, 939950, 1013911, 2720247
155, 0, 879486, 1013044, 2720247
156, 0, 886573, 1012234, 2720247
157, 0, 931628, 1011721, 2720247
158, 0, 877102, 1010869, 2720247
159, 0, 913929, 1010260, 2720247
160, 0, 931901, 1009771, 2720247
161, 0, 925915, 1009251, 2720247
162, 0, 917065, 1008682, 2720247
163, 0, 876808, 1007873, 2720247
164, 0, 892176, 1007168, 2720247
165, 0, 889941, 1006458, 2720247
166, 0, 874737, 1005665, 2720247
167, 0, 912396, 1005107, 2720247
168, 0, 907296, 1004525, 2720247
169, 0, 874072, 1003754, 2720247
170, 0, 871992, 1002979, 2720247
171, 0, 883246, 1002279, 2720247
172, 0, 888354, 1001617, 2720247
173, 0, 876795, 1000896, 2720247
174, 0, 886330, 1000238, 2720247
175, 0, 880293, 999553, 2720247
176, 0, 874619, 998844, 2720247
177, 0, 878946, 998167, 2720247
178, 0, 910721, 997676, 2720247
179, 0, 884422, 997044, 2720247
180, 0, 884219, 996418, 2720247
181, 0, 927294, 996037, 2720247
182, 0, 1504111, 998828, 2720247
183, 0, 1471667, 1001411, 2720247
184, 0, 1496514, 1004101, 2720247
185, 0, 1445113, 1006484, 2720247
186, 0, 1461887, 1008932, 2720247
187, 0, 1471162, 1011403, 2720247
188, 0, 1453666, 1013755, 2720247
189, 0, 1443826, 1016030, 2720247
190, 0, 1151283, 1016741, 2720247
191, 0, 1127486, 1017320, 2720247
192, 0, 1149313, 1018007, 2720247
193, 0, 1308271, 1019510, 2720247
194, 0, 1356920, 1021249, 2720247
195, 0, 1235417, 1022347, 2720247
196, 0, 1227555, 1023393, 2720247
197, 0, 1204383, 1024311, 2720247
198, 0, 1095066, 1024668, 2720247
198, 1, 1148508718, 1024668, 2720247
199, 0, 849036, 1023786, 2720247
200, 0, 846957, 1022902, 2720247
201, 0, 839565, 1021990, 2720247
202, 0, 841704, 1021098, 2720247
203, 0, 853011, 1020270, 2720247
204, 0, 881451, 1019590, 2720247
205, 0, 875622, 1018888, 2720247
206, 0, 910000, 1018360, 2720247
207, 0, 1419214, 1020296, 2720247
208, 0, 1478904, 1022500, 2720247
209, 0, 1973118, 1027048, 2720247
210, 0, 1432663, 1028979, 2720247
211, 0, 1395792, 1030717, 2720247
212, 0, 1414598, 1032527, 2720247
213, 0, 1440018, 1034440, 2720247
214, 0, 1448459, 1036374, 2720247
215, 0, 1504088, 1038549, 2720247
216, 0, 1439301, 1040404, 2720247
217, 0, 881919, 1039674, 2720247
218, 0, 870465, 1038898, 2720247
219, 0, 868542, 1038121, 2720247
220, 0, 891826, 1037457, 2720247
221, 0, 872091, 1036709, 2720247
222, 0, 873293, 1035973, 2720247
223, 0, 867776, 1035219, 2720247
224, 0, 882831, 1034539, 2720247
225, 0, 911533, 1033993, 2720247
226, 0, 871554, 1033275, 2720247
227, 0, 871365, 1032562, 2720247
228, 0, 882529, 1031904, 2720247
229, 0, 872860, 1031210, 2720247
230, 0, 888347, 1030589, 2720247
231, 0, 867844, 1029885, 2720247
232, 0, 867550, 1029186, 2720247
233, 0, 875277, 1028526, 2720247
234, 0, 875139, 1027871, 2720247
235, 0, 867865, 1027191, 2720247
236, 0, 878456, 1026561, 2720247
237, 0, 863162, 1025872, 2720247
238, 0, 1552700, 1028085, 2720247
239, 0, 1475896, 1029958, 2720247
240, 0, 1439197, 1031663, 2720247
241, 0, 1534473, 1033749, 2720247
242, 0, 1473503, 1035566, 2720247
243, 0, 1497010, 1037464, 2720247
244, 0, 1465310, 1039217, 2720247
245, 0, 1443402, 1040866, 2720247
246, 0, 1456962, 1042557, 2720247
247, 0, 1489375, 1044365, 2720247
248, 0, 1478821, 1046116, 2720247
249, 0, 1539203, 1048096, 2720247
250, 0, 1521564, 1049989, 2720247
251, 0, 1734963, 1052717, 2720247
252, 0, 1734618, 1055422, 2720247
253, 0, 1541879, 1057344, 2720247
254, 0, 1440804, 1058853, 2720247
255, 0, 933175, 1058361, 2720247
256, 0, 868247, 1057619, 2720247
257, 0, 863004, 1056862, 2720247
258, 0, 865522, 1056121, 2720247
259, 0, 873822, 1055418, 2720247
260, 0, 860402, 1054668, 2720247
261, 0, 865004, 1053942, 2720247
262, 0, 888615, 1053311, 2720247
263, 0, 872332, 1052623, 2720247
264, 0, 876413, 1051956, 2720247
265, 0, 878202, 1051301, 2720247
266, 0, 879105, 1050654, 2720247
267, 0, 871623, 1049984, 2720247
268, 0, 887474, 1049378, 2720247
269, 0, 878795, 1048744, 2720247
270, 0, 870272, 1048083, 2720247
271, 0, 887945, 1047493, 2720247
272, 0, 904213, 1046967, 2720247
273, 0, 914544, 1046482, 2720247
274, 0, 885292, 1045894, 2720247
275, 0, 868852, 1045251, 2720247
276, 0, 870849, 1044620, 2720247
277, 0, 883992, 1044041, 2720247
278, 0, 872760, 1043425, 2720247
279, 0, 867831, 1042796, 2720247
280, 0, 874047, 1042194, 2720247
281, 0, 875523, 1041601, 2720247
282, 0, 868614, 1040988, 2720247
283, 0, 878320, 1040414, 2720247
284, 0, 865161, 1039797, 2720247
285, 0, 867002, 1039191, 2720247
286, 0, 868479, 1038595, 2720247
287, 0, 865268, 1037992, 2720247
288, 0, 870546, 1037411, 2720247
289, 0, 881293, 1036871, 2720247
290, 0, 872510, 1036305, 2720247
291, 0, 868049, 1035727, 2720247
292, 0, 871139, 1035164, 2720247
293, 0, 866315, 1034588, 2720247
294, 0, 876957, 1034052, 2720247
295, 0, 875101, 1033514, 2720247
296, 0, 869546, 1032961, 2720247
297, 0, 862585, 1032388, 2720247
298, 0, 879478, 1031875, 2720247
299, 0, 864913, 1031317, 2720247
300, 0, 864983, 1030763, 2720247
301, 0, 874116, 1030243, 2720247
302, 0, 864238, 1029694, 2720247
303, 0, 868319, 1029162, 2720247
304, 0, 868025, 1028632, 2720247
305, 0, 863095, 1028090, 2720247
306, 0, 866499, 1027562, 2720247
307, 0, 889016, 1027111, 2720247
308, 0, 863618, 1026581, 2720247
309, 0, 867334, 1026066, 2720247
310, 0, 871780, 1025569, 2720247
311, 0, 866434, 1025058, 2720247
312, 0, 873170, 1024572, 2720247
313, 0, 866105, 1024066, 2720247
314, 0, 862582, 1023552, 2720247
315, 0, 874006, 1023078, 2720247
316, 0, 872930, 1022603, 2720247
317, 0, 867532, 1022114, 2720247
318, 0, 867446, 1021628, 2720247
319, 0, 864235, 1021135, 2720247
320, 0, 872482, 1020671, 2720247
321, 0, 873646, 1020213, 2720247
322, 0, 863821, 1019728, 2720247
323, 0, 883422, 1019306, 2720247
324, 0, 908605, 1018965, 2720247
325, 0, 874204, 1018520, 2720247
326, 0, 868084, 1018059, 2720247
327, 0, 869100, 1017604, 2720247
328, 0, 867199, 1017146, 2720247
329, 0, 887120, 1016751, 2720247
330, 0, 862250, 1016283, 2720247
331, 0, 866130, 1015830, 2720247
332, 0, 870739, 1015393, 2720247
333, 0, 867535, 1014949, 2720247
334, 0, 867144, 1014507, 2720247
335, 0, 863836, 1014058, 2720247
336, 0, 859695, 1013599, 2720247
337, 0, 872377, 1013180, 2720247
338, 0, 864954, 1012742, 2720247
339, 0, 865241, 1012307, 2720247
340, 0, 875943, 1011906, 2720247
341, 0, 861750, 1011466, 2720247
342, 0, 931098, 1011232, 2720247
343, 0, 879301, 1010848, 2720247
344, 0, 873858, 1010450, 2720247
345, 0, 871540, 1010048, 2720247
346, 0, 864795, 1009629, 2720247
347, 0, 861227, 1009202, 2720247
348, 0, 904116, 1008901, 2720247
349, 0, 889611, 1008560, 2720247
350, 0, 944062, 1008376, 2720247
351, 0, 889141, 1008037, 2720247
352, 0, 870261, 1007646, 2720247
353, 0, 851537, 1007204, 2720247
354, 0, 850832, 1006763, 2720247
355, 0, 863827, 1006361, 2720247
356, 0, 923435, 1006129, 2720247
357, 0, 866794, 1005739, 2720247
358, 0, 859425, 1005331, 2720247
359, 0, 868460, 1004950, 2720247
360, 0, 851299, 1004524, 2720247
361, 0, 866845, 1004143, 2720247
362, 0, 868224, 1003768, 2720247
363, 0, 866271, 1003390, 2720247
364, 0, 853640, 1002979, 2720247
365, 0, 866270, 1002605, 2720247
366, 0, 851920, 1002194, 2720247
367, 0, 849707, 1001779, 2720247
368, 0, 859368, 1001393, 2720247
369, 0, 848508, 1000979, 2720247
370, 0, 858481, 1000594, 2720247
371, 0, 875694, 1000258, 2720247
372, 0, 858011, 999876, 2720247
373, 0, 849340, 999473, 2720247
374, 0, 855407, 999088, 2720247
375, 0, 850797, 998693, 2720247
376, 0, 848218, 998293, 2720247
377, 0, 862410, 997933, 2720247
378, 0, 850353, 997543, 2720247
379, 0, 847253, 997147, 2720247
380, 0, 870143, 996813, 2720247
381, 0, 849440, 996427, 2720247
382, 0, 849830, 996044, 2720247
383, 0, 879907, 995741, 2720247
384, 0, 854308, 995373, 2720247
385, 0, 848188, 994991, 2720247
386, 0, 1344612, 995896, 2720247
387, 0, 1354533, 996822, 2720247
388, 0, 1366694, 997775, 2720247
389, 0, 1349324, 998678, 2720247
390, 0, 1317059, 999494, 2720247
391, 0, 1320314, 1000314, 2720247
392, 0, 1414087, 1001369, 2720247
393, 0, 1479893, 1002586, 2720247
394, 0, 1467107, 1003764, 2720247
395, 0, 1459268, 1004917, 2720247
396, 0, 1451636, 1006045, 2720247
397, 0, 1458902, 1007185, 2720247
398, 0, 897531, 1006910, 2720247
399, 0, 877087, 1006585, 2720247
400, 0, 857738, 1006213, 2720247
401, 0, 858962, 1005846, 2720247
402, 0, 872789, 1005516, 2720247
403, 0, 1513638, 1006776, 2720247
404, 0, 859090, 1006411, 2720247
405, 0, 885626, 1006113, 2720247
406, 0, 856329, 1005745, 2720247
407, 0, 858437, 1005384, 2720247
408, 0, 882629, 1005084, 2720247
409, 0, 859427, 1004728, 2720247
410, 0, 863983, 1004385, 2720247
411, 0, 857551, 1004028, 2720247
412, 0, 871846, 1003708, 2720247
413, 0, 869164, 1003383, 2720247
414, 0, 863877, 1003047, 2720247
415, 0, 854476, 1002689, 2720247
416, 0, 868824, 1002368, 2720247
417, 0, 856090, 1002018, 2720247
418, 0, 888927, 1001748, 2720247
419, 0, 870984, 1001436, 2720247
420, 0, 856687, 1001092, 2720247
421, 0, 869213, 1000779, 2720247
422, 0, 858926, 1000443, 2720247
423, 0, 887337, 1000176, 2720247
424, 0, 871652, 999873, 2720247
425, 0, 857057, 999537, 2720247
426, 0, 858292, 999206, 2720247
427, 0, 869112, 998902, 2720247
428, 0, 858576, 998575, 2720247
429, 0, 864916, 998264, 2720247
430, 0, 869798, 997966, 2720247
431, 0, 862753, 997653, 2720247
432, 0, 871333, 997361, 2720247
433, 0, 857673, 997039, 2720247
434, 0, 859377, 996722, 2720247
435, 0, 870301, 996432, 2720247
436, 0, 858203, 996115, 2720247
437, 0, 882512, 995856, 2720247
438, 0, 857498, 995541, 2720247
439, 0, 858005, 995228, 2720247
440, 0, 878043, 994962, 2720247
441, 0, 867039, 994672, 2720247
442, 0, 854525, 994355, 2720247
443, 0, 860553, 994053, 2720247
444, 0, 923038, 993894, 2720247
445, 0, 912659, 993712, 2720247
446, 0, 891656, 993484, 2720247
447, 0, 876798, 993223, 2720247
448, 0, 855483, 992916, 2720247
449, 0, 865989, 992634, 2720247
450, 0, 855714, 992330, 2720247
451, 0, 863149, 992044, 2720247
452, 0, 870634, 991776, 2720247
453, 0, 855932, 991477, 2720247
454, 0, 856543, 991180, 2720247
455, 0, 866061, 990906, 2720247
456, 0, 865995, 990633, 2720247
457, 0, 863897, 990356, 2720247
458, 0, 864716, 990082, 2720247
459, 0, 857306, 989793, 2720247
460, 0, 853751, 989498, 2720247
461, 0, 867955, 989235, 2720247
462, 0, 857576, 988951, 2720247
463, 0, 855792, 988664, 2720247
464, 0, 862184, 988392, 2720247
465, 0, 855920, 988108, 2720247
466, 0, 856739, 987827, 2720247
467, 0, 853756, 987540, 2720247
468, 0, 866710, 987282, 2720247
469, 0, 856019, 987003, 2720247
470, 0, 864547, 986743, 2720247
471, 0, 875678, 986508, 2720247
472, 0, 858998, 986238, 2720247
473, 0, 853932, 985959, 2720247
474, 0, 861209, 985696, 2720247
475, 0, 868070, 985449, 2720247
476, 0, 858212, 985182, 2720247
477, 0, 873980, 984949, 2720247
478, 0, 856622, 984681, 2720247
479, 0, 854837, 984410, 2720247
480, 0, 864197, 984160, 2720247
481, 0, 856006, 983894, 2720247
482, 0, 851878, 983621, 2720247
483, 0, 877332, 983401, 2720247
484, 0, 853881, 983134, 2720247
485, 0, 855533, 982871, 2720247
486, 0, 861249, 982621, 2720247
487, 0, 877744, 982406, 2720247
488, 0, 854345, 982144, 2720247
489, 0, 866102, 981907, 2720247
490, 0, 934003, 981810, 2720247
491, 0, 883886, 981611, 2720247
492, 0, 867101, 981379, 2720247
493, 0, 855786, 981125, 2720247
494, 0, 990040, 981143, 2720247
495, 0, 893100, 980966, 2720247
496, 0, 853191, 980709, 2720247
497, 0, 859895, 980466, 2720247
498, 0, 867330, 980239, 2720247
499, 0, 856273, 979991, 2720247
500, 0, 863863, 979759, 2720247
501, 0, 857079, 979515, 2720247
502, 0, 852638, 979263, 2720247
503, 0, 866478, 979039, 2720247
504, 0, 853183, 978790, 2720247
505, 0, 853845, 978543, 2720247
506, 0, 870758, 978330, 2720247
507, 0, 862671, 978102, 2720247
508, 0, 850469, 977851, 2720247
509, 0, 862018, 977624, 2720247
510, 0, 857838, 977390, 2720247
511, 0, 862146, 977165, 2720247
512, 0, 857392, 976932, 2720247
513, 0, 869097, 976722, 2720247
514, 0, 861166, 976498, 2720247
515, 0, 853756, 976260, 2720247
516, 0, 852649, 976021, 2720247
517, 0, 868572, 975814, 2720247
518, 0, 851631, 975575, 2720247
519, 0, 855575, 975344, 2720247
520, 0, 877227, 975156, 2720247
521, 0, 857526, 974931, 2720247
522, 0, 889756, 974768, 2720247
523, 0, 858912, 974547, 2720247
524, 0, 852965, 974315, 2720247
525, 0, 862381, 974102, 2720247
526, 0, 853778, 973874, 2720247
527, 0, 856477, 973652, 2720247
528, 0, 858290, 973434, 2720247
529, 0, 849893, 973201, 2720247
530, 0, 858686, 972985, 2720247
531, 0, 865394, 972783, 2720247
532, 0, 854499, 972561, 2720247
533, 0, 865062, 972360, 2720247
534, 0, 852292, 972136, 2720247
535, 0, 856396, 971920, 2720247
536, 0, 860292, 971712, 2720247
537, 0, 855855, 971497, 2720247
538, 0, 862564, 971295, 2720247
539, 0, 905469, 971173, 2720247
540, 0, 894105, 971031, 2720247
541, 0, 897116, 970895, 2720247
542, 0, 857106, 970686, 2720247
543, 0, 842045, 970450, 2720247
544, 0, 1659835, 971717, 2720247
545, 0, 1584983, 972842, 2720247
546, 0, 1638254, 974060, 2720247
547, 0, 1617722, 975236, 2720247
548, 0, 1594015, 976365, 2720247
549, 0, 1577755, 977460, 2720247
550, 0, 1609932, 978609, 2720247
551, 0, 1245655, 979093, 2720247
552, 0, 1214240, 979518, 2720247
553, 0, 1221886, 979956, 2720247
554, 0, 1281511, 980500, 2720247
555, 0, 1188897, 980875, 2720247
556, 0, 1227429, 981318, 2720247
557, 0, 1255387, 981810, 2720247
558, 0, 1212721, 982223, 2720247
559, 0, 1194743, 982603, 2720247
560, 0, 1332334, 983227, 2720247
561, 0, 961653, 983189, 2720247
562, 0, 877008, 983001, 2720247
563, 0, 868873, 982799, 2720247
564, 0, 856259, 982575, 2720247
565, 0, 858958, 982357, 2720247
566, 0, 871812, 982162, 2720247
567, 0, 856177, 981940, 2720247
568, 0, 872625, 981748, 2720247
569, 0, 881313, 981572, 2720247
570, 0, 894271, 981419, 2720247
571, 0, 873897, 981231, 2720247
572, 0, 880970, 981056, 2720247
573, 0, 867888, 980859, 2720247
574, 0, 866575, 980660, 2720247
575, 0, 879065, 980484, 2720247
576, 0, 863222, 980281, 2720247
577, 0, 869670, 980090, 2720247
578, 0, 881743, 979920, 2720247
579, 0, 864650, 979721, 2720247
580, 0, 865786, 979525, 2720247
581, 0, 873432, 979343, 2720247
582, 0, 868005, 979152, 2720247
583, 0, 880547, 978983, 2720247
584, 0, 877828, 978810, 2720247
585, 0, 866204, 978618, 2720247
586, 0, 869840, 978433, 2720247
587, 0, 879621, 978265, 2720247
588, 0, 866851, 978076, 2720247
589, 0, 883716, 977916, 2720247
590, 0, 866674, 977728, 2720247
591, 0, 869893, 977546, 2720247
592, 0, 870091, 977365, 2720247
593, 0, 875551, 977194, 2720247
594, 0, 862103, 977001, 2720247
595, 0, 877249, 976834, 2720247
596, 0, 883072, 976677, 2720247
597, 0, 864156, 976489, 2720247
598, 0, 877583, 976324, 2720247
599, 0, 874448, 976154, 2720247
600, 0, 868657, 975975, 2720247
601, 0, 878803, 975814, 2720247
602, 0, 868429, 975636, 2720247
603, 0, 863263, 975450, 2720247
604, 0, 879919, 975292, 2720247
605, 0, 866836, 975113, 2720247
606, 0, 871149, 974942, 2720247
607, 0, 863900, 974760, 2720247
608, 0, 876857, 974599, 2720247
609, 0, 880702, 974445, 2720247
610, 0, 876681, 974285, 2720247
611, 0, 869588, 974114, 2720247
612, 0, 903640, 973999, 2720247
613, 0, 863579, 973819, 2720247
614, 0, 864558, 973642, 2720247
615, 0, 874704, 973482, 2720247
616, 0, 868913, 973313, 2720247
617, 0, 872757, 973151, 2720247
618, 0, 874361, 972992, 2720247
619, 0, 866331, 972820, 2720247
620, 0, 877518, 972667, 2720247
621, 0, 1149015, 972950, 2720247
622, 0, 834958, 972729, 2720247
623, 0, 820599, 972485, 2720247
624, 0, 793949, 972199, 2720247
625, 0, 1149065, 972481, 2720247
626, 0, 803828, 972212, 2720247
627, 0, 796554, 971932, 2720247
628, 0, 807405, 971671, 2720247
629, 0, 792318, 971386, 2720247
630, 0, 797804, 971111, 2720247
631, 0, 810791, 970857, 2720247
632, 0, 805339, 970596, 2720247
633, 0, 800513, 970328, 2720247
634, 0, 797770, 970056, 2720247
635, 0, 831954, 969839, 2720247
636, 0, 852284, 969655, 2720247
637, 0, 826051, 969430, 2720247
638, 0, 791017, 969151, 2720247
639, 0, 937386, 969102, 2720247
640, 0, 832614, 968889, 2720247
641, 0, 873673, 968741, 2720247
642, 0, 837753, 968537, 2720247
643, 0, 837615, 968334, 2720247
644, 0, 841173, 968137, 2720247
645, 0, 814265, 967899, 2720247
646, 0, 854646, 967724, 2720247
647, 0, 812320, 967484, 2720247
648, 0, 825306, 967265, 2720247
649, 0, 829542, 967053, 2720247
650, 0, 839872, 966858, 2720247
651, 0, 813223, 966623, 2720247
652, 0, 830949, 966415, 2720247
653, 0, 813936, 966182, 2720247
654, 0, 809943, 965944, 2720247
655, 0, 815689, 965715, 2720247
656, 0, 825081, 965501, 2720247
657, 0, 821714, 965283, 2720247
658, 0, 823138, 965067, 2720247
659, 0, 818520, 964845, 2720247
660, 0, 819891, 964626, 2720247
661, 0, 826315, 964417, 2720247
662, 0, 824614, 964206, 2720247
663, 0, 812080, 963977, 2720247
664, 0, 818607, 963759, 2720247
665, 0, 823260, 963548, 2720247
666, 0, 813018, 963322, 2720247
667, 0, 810847, 963094, 2720247
668, 0, 819511, 962880, 2720247
669, 0, 849216, 962711, 2720247
670, 0, 835275, 962521, 2720247
671, 0, 817689, 962306, 2720247
672, 0, 815049, 962087, 2720247
673, 0, 813817, 961867, 2720247
674, 0, 892167, 961764, 2720247
675, 0, 816143, 961549, 2720247
676, 0, 816214, 961335, 2720247
677, 0, 812221, 961115, 2720247
678, 0, 809061, 960891, 2720247
679, 0, 818558, 960682, 2720247
680, 0, 820398, 960476, 2720247
681, 0, 809583, 960255, 2720247
682, 0, 819079, 960048, 2720247
683, 0, 820919, 959845, 2720247
684, 0, 827030, 959651, 2720247
685, 0, 821423, 959450, 2720247
686, 0, 814462, 959239, 2720247
687, 0, 817291, 959033, 2720247
688, 0, 846840, 958870, 2720247
689, 0, 813473, 958659, 2720247
690, 0, 809844, 958444, 2720247
691, 0, 823976, 958250, 2720247
692, 0, 809775, 958036, 2720247
693, 0, 881458, 957926, 2720247
694, 0, 944339, 957907, 2720247
695, 0, 866545, 957776, 2720247
696, 0, 825729, 957587, 2720247
697, 0, 825434, 957398, 2720247
698, 0, 814046, 957193, 2720247
699, 0, 827136, 957007, 2720247
700, 0, 815175, 956805, 2720247
701, 0, 807536, 956593, 2720247
702, 0, 820678, 956400, 2720247
703, 0, 836320, 956230, 2720247
704, 0, 818578, 956035, 2720247
705, 0, 810731, 955829, 2720247
706, 0, 809603, 955622, 2720247
707, 0, 981492, 955658, 2720247
708, 0, 861355, 955525, 2720247
709, 0, 870383, 955405, 2720247
710, 0, 874723, 955292, 2720247
711, 0, 858231, 955156, 2720247
712, 0, 857416, 955019, 2720247
713, 0, 870401, 954901, 2720247
714, 0, 858909, 954767, 2720247
715, 0, 865176, 954642, 2720247
716, 0, 864517, 954517, 2720247
717, 0, 855993, 954380, 2720247
718, 0, 863094, 954253, 2720247
719, 0, 859257, 954121, 2720247
720, 0, 896680, 954042, 2720247
721, 0, 872853, 953930, 2720247
722, 0, 872724, 953818, 2720247
723, 0, 856450, 953684, 2720247
724, 0, 872257, 953572, 2720247
725, 0, 854993, 953437, 2720247
726, 0, 899915, 953364, 2720247
727, 0, 857755, 953233, 2720247
728, 0, 854970, 953099, 2720247
729, 0, 910777, 953041, 2720247
730, 0, 892835, 952959, 2720247
731, 0, 872290, 952849, 2720247
732, 0, 866171, 952731, 2720247
733, 0, 851719, 952594, 2720247
734, 0, 817111, 952410, 2720247
735, 0, 818596, 952228, 2720247
736, 0, 808884, 952034, 2720247
737, 0, 836514, 951878, 2720247
738, 0, 817896, 951697, 2720247
739, 0, 815006, 951513, 2720247
740, 0, 825033, 951343, 2720247
741, 0, 824018, 951172, 2720247
742, 0, 811024, 950984, 2720247
